,ROWHEADER,Test,ODI,T20,IPL,name,Final_Country,Categorey
2196,5w,0,1,1,1,Adam Zampa,Australia,Bowling
2197,10w,0,0,0,0,Adam Zampa,Australia,Bowling
2198,Matches,0,28,20,3,Sean Abbott,Australia,Bowling
2199,Innings,0,28,20,3,Sean Abbott,Australia,Bowling
2200,Balls,0,1307,367,54,Sean Abbott,Australia,Bowling
2201,Runs,0,1244,545,104,Sean Abbott,Australia,Bowling
2202,Maidens,0,9,1,0,Sean Abbott,Australia,Bowling
2203,Wickets,0,33,26,1,Sean Abbott,Australia,Bowling
2204,Avg,0.0,37.7,20.96,104.0,Sean Abbott,Australia,Bowling
2205,Eco,0,5.71,8.91,11.56,Sean Abbott,Australia,Bowling
2206,SR,0.0,39.61,14.12,54.0,Sean Abbott,Australia,Bowling
2207,BBI,-/-,3/23,4/31,1/47,Sean Abbott,Australia,Bowling
2208,BBM,-/-,3/23,4/31,1/47,Sean Abbott,Australia,Bowling
2209,4w,0,0,1,0,Sean Abbott,Australia,Bowling
2210,5w,0,0,0,0,Sean Abbott,Australia,Bowling
2211,10w,0,0,0,0,Sean Abbott,Australia,Bowling
2212,Matches,72,91,52,33,Josh Hazlewood,Australia,Bowling
2213,Innings,135,90,52,33,Josh Hazlewood,Australia,Bowling
2214,Balls,14817,4737,1186,734,Josh Hazlewood,Australia,Bowling
2215,Runs,6857,3763,1481,999,Josh Hazlewood,Australia,Bowling
2216,Maidens,634,59,7,1,Josh Hazlewood,Australia,Bowling
2217,Wickets,279,138,67,44,Josh Hazlewood,Australia,Bowling
2218,Avg,24.58,27.27,22.1,22.7,Josh Hazlewood,Australia,Bowling
2219,Eco,2.78,4.77,7.49,8.17,Josh Hazlewood,Australia,Bowling
2220,SR,53.11,34.33,17.7,16.68,Josh Hazlewood,Australia,Bowling
2221,BBI,6/67,6/52,4/12,4/25,Josh Hazlewood,Australia,Bowling
2222,BBM,9/79,6/52,4/12,4/25,Josh Hazlewood,Australia,Bowling
2223,4w,11,1,4,1,Josh Hazlewood,Australia,Bowling
2224,5w,12,3,0,0,Josh Hazlewood,Australia,Bowling
2225,10w,0,0,0,0,Josh Hazlewood,Australia,Bowling
2226,Matches,0,7,32,30,Andrew Tye,Australia,Bowling
2227,Innings,0,7,31,30,Andrew Tye,Australia,Bowling
2228,Balls,0,387,683,684,Andrew Tye,Australia,Bowling
2229,Runs,0,392,997,979,Andrew Tye,Australia,Bowling
2230,Maidens,0,1,1,0,Andrew Tye,Australia,Bowling
2231,Wickets,0,12,47,42,Andrew Tye,Australia,Bowling
2232,Avg,0.0,32.67,21.21,23.31,Andrew Tye,Australia,Bowling
2233,Eco,0,6.08,8.76,8.59,Andrew Tye,Australia,Bowling
2234,SR,0.0,32.25,14.53,16.29,Andrew Tye,Australia,Bowling
2235,BBI,-/-,5/46,4/23,5/17,Andrew Tye,Australia,Bowling
2236,BBM,-/-,5/46,4/23,5/17,Andrew Tye,Australia,Bowling
2237,4w,0,0,1,3,Andrew Tye,Australia,Bowling
2238,5w,0,1,0,1,Andrew Tye,Australia,Bowling
2239,10w,0,0,0,0,Andrew Tye,Australia,Bowling
2240,Matches,21,15,4,10,James Pattinson,Australia,Bowling
2241,Innings,38,15,4,10,James Pattinson,Australia,Bowling
2242,Balls,3963,727,78,213,James Pattinson,Australia,Bowling
2243,Runs,2133,681,104,320,James Pattinson,Australia,Bowling
2244,Maidens,142,6,0,0,James Pattinson,Australia,Bowling
2245,Wickets,81,16,3,11,James Pattinson,Australia,Bowling
2246,Avg,26.33,42.56,34.67,29.09,James Pattinson,Australia,Bowling
2247,Eco,3.23,5.62,8,9.01,James Pattinson,Australia,Bowling
2248,SR,48.93,45.44,26.0,19.36,James Pattinson,Australia,Bowling
2249,BBI,5/27,4/51,2/17,2/19,James Pattinson,Australia,Bowling
2250,BBM,8/105,4/51,2/17,2/19,James Pattinson,Australia,Bowling
2251,4w,4,1,0,0,James Pattinson,Australia,Bowling
2252,5w,4,0,0,0,James Pattinson,Australia,Bowling
2253,10w,0,0,0,0,James Pattinson,Australia,Bowling
2254,Matches,4,3,8,0,Mitchell Swepson,Australia,Bowling
2255,Innings,7,3,8,0,Mitchell Swepson,Australia,Bowling
2256,Balls,892,158,150,0,Mitchell Swepson,Australia,Bowling
2257,Runs,458,161,204,0,Mitchell Swepson,Australia,Bowling
2258,Maidens,14,0,0,0,Mitchell Swepson,Australia,Bowling
2259,Wickets,10,3,11,0,Mitchell Swepson,Australia,Bowling
2260,Avg,45.8,53.67,18.55,0.0,Mitchell Swepson,Australia,Bowling
2261,Eco,3.08,6.11,8.16,0,Mitchell Swepson,Australia,Bowling
2262,SR,89.2,52.67,13.64,0.0,Mitchell Swepson,Australia,Bowling
2263,BBI,3/55,2/53,3/12,-/-,Mitchell Swepson,Australia,Bowling
2264,BBM,5/89,2/53,3/12,-/-,Mitchell Swepson,Australia,Bowling
2265,4w,0,0,0,0,Mitchell Swepson,Australia,Bowling
2266,5w,0,0,0,0,Mitchell Swepson,Australia,Bowling
2267,10w,0,0,0,0,Mitchell Swepson,Australia,Bowling
2268,Matches,3,147,61,0,William Porterfield,Ireland,Bowling
2269,Innings,0,0,0,0,William Porterfield,Ireland,Bowling
2270,Balls,0,0,0,0,William Porterfield,Ireland,Bowling
2271,Runs,0,0,0,0,William Porterfield,Ireland,Bowling
2272,Maidens,0,0,0,0,William Porterfield,Ireland,Bowling
2273,Wickets,0,0,0,0,William Porterfield,Ireland,Bowling
2274,Avg,0.0,0.0,0.0,0.0,William Porterfield,Ireland,Bowling
2275,Eco,0,0,0,0,William Porterfield,Ireland,Bowling
2276,SR,0.0,0.0,0.0,0.0,William Porterfield,Ireland,Bowling
2277,BBI,-/-,-/-,-/-,-/-,William Porterfield,Ireland,Bowling
2278,BBM,-/-,-/-,-/-,-/-,William Porterfield,Ireland,Bowling
2279,4w,0,0,0,0,William Porterfield,Ireland,Bowling
2280,5w,0,0,0,0,William Porterfield,Ireland,Bowling
2281,10w,0,0,0,0,William Porterfield,Ireland,Bowling
2282,Matches,6,10,0,0,James McCollum,Ireland,Bowling
2283,Innings,0,0,0,0,James McCollum,Ireland,Bowling
2284,Balls,0,0,0,0,James McCollum,Ireland,Bowling
2285,Runs,0,0,0,0,James McCollum,Ireland,Bowling
2286,Maidens,0,0,0,0,James McCollum,Ireland,Bowling
2287,Wickets,0,0,0,0,James McCollum,Ireland,Bowling
2288,Avg,0.0,0.0,0.0,0.0,James McCollum,Ireland,Bowling
2289,Eco,0,0,0,0,James McCollum,Ireland,Bowling
2290,SR,0.0,0.0,0.0,0.0,James McCollum,Ireland,Bowling
2291,BBI,-/-,-/-,-/-,-/-,James McCollum,Ireland,Bowling
2292,BBM,-/-,-/-,-/-,-/-,James McCollum,Ireland,Bowling
2293,4w,0,0,0,0,James McCollum,Ireland,Bowling
2294,5w,0,0,0,0,James McCollum,Ireland,Bowling
2295,10w,0,0,0,0,James McCollum,Ireland,Bowling
2296,Matches,10,113,109,0,Andrew Balbirnie,Ireland,Bowling
2297,Innings,1,4,0,0,Andrew Balbirnie,Ireland,Bowling
2298,Balls,6,60,0,0,Andrew Balbirnie,Ireland,Bowling
2299,Runs,8,68,0,0,Andrew Balbirnie,Ireland,Bowling
2300,Maidens,0,0,0,0,Andrew Balbirnie,Ireland,Bowling
2301,Wickets,0,2,0,0,Andrew Balbirnie,Ireland,Bowling
2302,Avg,0.0,34.0,0.0,0.0,Andrew Balbirnie,Ireland,Bowling
2303,Eco,8,6.8,0,0,Andrew Balbirnie,Ireland,Bowling
2304,SR,0.0,30.0,0.0,0.0,Andrew Balbirnie,Ireland,Bowling
2305,BBI,0/8,1/26,-/-,-/-,Andrew Balbirnie,Ireland,Bowling
2306,BBM,0/8,1/26,-/-,-/-,Andrew Balbirnie,Ireland,Bowling
2307,4w,0,0,0,0,Andrew Balbirnie,Ireland,Bowling
2308,5w,0,0,0,0,Andrew Balbirnie,Ireland,Bowling
2309,10w,0,0,0,0,Andrew Balbirnie,Ireland,Bowling
2310,Matches,1,0,8,0,Tyrone Kane,Ireland,Bowling
2311,Innings,2,0,5,0,Tyrone Kane,Ireland,Bowling
2312,Balls,156,0,92,0,Tyrone Kane,Ireland,Bowling
2313,Runs,103,0,143,0,Tyrone Kane,Ireland,Bowling
2314,Maidens,3,0,0,0,Tyrone Kane,Ireland,Bowling
2315,Wickets,0,0,9,0,Tyrone Kane,Ireland,Bowling
2316,Avg,0.0,0.0,15.89,0.0,Tyrone Kane,Ireland,Bowling
2317,Eco,3.96,0,9.33,0,Tyrone Kane,Ireland,Bowling
2318,SR,0.0,0.0,10.22,0.0,Tyrone Kane,Ireland,Bowling
2319,BBI,0/17,-/-,3/19,-/-,Tyrone Kane,Ireland,Bowling
2320,BBM,0/103,-/-,3/19,-/-,Tyrone Kane,Ireland,Bowling
2321,4w,0,0,0,0,Tyrone Kane,Ireland,Bowling
2322,5w,0,0,0,0,Tyrone Kane,Ireland,Bowling
2323,10w,0,0,0,0,Tyrone Kane,Ireland,Bowling
2324,Matches,3,152,109,0,Kevin O Brien,Ireland,Bowling
2325,Innings,2,116,52,0,Kevin O Brien,Ireland,Bowling
2326,Balls,60,4296,917,0,Kevin O Brien,Ireland,Bowling
2327,Runs,31,3726,1148,0,Kevin O Brien,Ireland,Bowling
2328,Maidens,2,31,0,0,Kevin O Brien,Ireland,Bowling
2329,Wickets,0,114,58,0,Kevin O Brien,Ireland,Bowling
2330,Avg,0.0,32.68,19.79,0.0,Kevin O Brien,Ireland,Bowling
2331,Eco,3.1,5.2,7.51,0,Kevin O Brien,Ireland,Bowling
2332,SR,0.0,37.68,15.81,0.0,Kevin O Brien,Ireland,Bowling
2333,BBI,0/11,4/13,4/45,-/-,Kevin O Brien,Ireland,Bowling
2334,BBM,0/11,4/13,4/45,-/-,Kevin O Brien,Ireland,Bowling
2335,4w,0,5,1,0,Kevin O Brien,Ireland,Bowling
2336,5w,0,0,0,0,Kevin O Brien,Ireland,Bowling
2337,10w,0,0,0,0,Kevin O Brien,Ireland,Bowling
2338,Matches,8,166,150,0,Paul Stirling,Ireland,Bowling
2339,Innings,1,76,41,0,Paul Stirling,Ireland,Bowling
2340,Balls,12,2441,522,0,Paul Stirling,Ireland,Bowling
2341,Runs,11,1942,647,0,Paul Stirling,Ireland,Bowling
2342,Maidens,0,8,1,0,Paul Stirling,Ireland,Bowling
2343,Wickets,0,43,20,0,Paul Stirling,Ireland,Bowling
2344,Avg,0.0,45.16,32.35,0.0,Paul Stirling,Ireland,Bowling
2345,Eco,5.5,4.77,7.44,0,Paul Stirling,Ireland,Bowling
2346,SR,0.0,56.77,26.1,0.0,Paul Stirling,Ireland,Bowling
2347,BBI,0/11,6/55,3/21,-/-,Paul Stirling,Ireland,Bowling
2348,BBM,0/11,6/55,3/21,-/-,Paul Stirling,Ireland,Bowling
2349,4w,0,1,0,0,Paul Stirling,Ireland,Bowling
2350,5w,0,1,0,0,Paul Stirling,Ireland,Bowling
2351,10w,0,0,0,0,Paul Stirling,Ireland,Bowling
2352,Matches,2,130,143,0,George Dockrell,Ireland,Bowling
2353,Innings,3,107,93,0,George Dockrell,Ireland,Bowling
2354,Balls,369,4793,1598,0,George Dockrell,Ireland,Bowling
2355,Runs,233,3892,1905,0,George Dockrell,Ireland,Bowling
2356,Maidens,11,31,1,0,George Dockrell,Ireland,Bowling
2357,Wickets,3,106,83,0,George Dockrell,Ireland,Bowling
2358,Avg,77.67,36.72,22.95,0.0,George Dockrell,Ireland,Bowling
2359,Eco,3.79,4.87,7.15,0,George Dockrell,Ireland,Bowling
2360,SR,123.0,45.22,19.25,0.0,George Dockrell,Ireland,Bowling
2361,BBI,2/63,4/24,4/20,-/-,George Dockrell,Ireland,Bowling
2362,BBM,2/121,4/24,4/20,-/-,George Dockrell,Ireland,Bowling
2363,4w,0,4,1,0,George Dockrell,Ireland,Bowling
2364,5w,0,0,0,0,George Dockrell,Ireland,Bowling
2365,10w,0,0,0,0,George Dockrell,Ireland,Bowling
2366,Matches,3,19,40,0,Stuart Thompson,Ireland,Bowling
2367,Innings,6,16,30,0,Stuart Thompson,Ireland,Bowling
2368,Balls,410,559,474,0,Stuart Thompson,Ireland,Bowling
2369,Runs,204,490,670,0,Stuart Thompson,Ireland,Bowling
2370,Maidens,14,1,0,0,Stuart Thompson,Ireland,Bowling
2371,Wickets,10,12,18,0,Stuart Thompson,Ireland,Bowling
2372,Avg,20.4,40.83,37.22,0.0,Stuart Thompson,Ireland,Bowling
2373,Eco,2.99,5.26,8.48,0,Stuart Thompson,Ireland,Bowling
2374,SR,41.0,46.58,26.33,0.0,Stuart Thompson,Ireland,Bowling
2375,BBI,3/28,2/17,4/18,-/-,Stuart Thompson,Ireland,Bowling
2376,BBM,4/93,2/17,4/18,-/-,Stuart Thompson,Ireland,Bowling
2377,4w,0,0,1,0,Stuart Thompson,Ireland,Bowling
2378,5w,0,0,0,0,Stuart Thompson,Ireland,Bowling
2379,10w,0,0,0,0,Stuart Thompson,Ireland,Bowling
2380,Matches,9,92,32,0,Andy McBrine,Ireland,Bowling
2381,Innings,14,88,26,0,Andy McBrine,Ireland,Bowling
2382,Balls,1839,4385,408,0,Andy McBrine,Ireland,Bowling
2383,Runs,1044,3334,487,0,Andy McBrine,Ireland,Bowling
2384,Maidens,43,38,0,0,Andy McBrine,Ireland,Bowling
2385,Wickets,25,90,23,0,Andy McBrine,Ireland,Bowling
2386,Avg,41.76,37.04,21.17,0.0,Andy McBrine,Ireland,Bowling
2387,Eco,3.41,4.56,7.16,0,Andy McBrine,Ireland,Bowling
2388,SR,73.56,48.72,17.74,0.0,Andy McBrine,Ireland,Bowling
2389,BBI,6/118,5/29,2/7,-/-,Andy McBrine,Ireland,Bowling
2390,BBM,7/75,5/29,2/7,-/-,Andy McBrine,Ireland,Bowling
2391,4w,1,2,0,0,Andy McBrine,Ireland,Bowling
2392,5w,1,1,0,0,Andy McBrine,Ireland,Bowling
2393,10w,0,0,0,0,Andy McBrine,Ireland,Bowling
2394,Matches,2,104,81,0,Gary Wilson,Ireland,Bowling
2395,Innings,0,0,0,0,Gary Wilson,Ireland,Bowling
2396,Balls,0,0,0,0,Gary Wilson,Ireland,Bowling
2397,Runs,0,0,0,0,Gary Wilson,Ireland,Bowling
2398,Maidens,0,0,0,0,Gary Wilson,Ireland,Bowling
2399,Wickets,0,0,0,0,Gary Wilson,Ireland,Bowling
2400,Avg,0.0,0.0,0.0,0.0,Gary Wilson,Ireland,Bowling
2401,Eco,0,0,0,0,Gary Wilson,Ireland,Bowling
2402,SR,0.0,0.0,0.0,0.0,Gary Wilson,Ireland,Bowling
2403,BBI,-/-,-/-,-/-,-/-,Gary Wilson,Ireland,Bowling
2404,BBM,-/-,-/-,-/-,-/-,Gary Wilson,Ireland,Bowling
2405,4w,0,0,0,0,Gary Wilson,Ireland,Bowling
2406,5w,0,0,0,0,Gary Wilson,Ireland,Bowling
2407,10w,0,0,0,0,Gary Wilson,Ireland,Bowling
2408,Matches,7,55,77,0,Lorcan Tucker,Ireland,Bowling
2409,Innings,0,0,0,0,Lorcan Tucker,Ireland,Bowling
2410,Balls,0,0,0,0,Lorcan Tucker,Ireland,Bowling
2411,Runs,0,0,0,0,Lorcan Tucker,Ireland,Bowling
2412,Maidens,0,0,0,0,Lorcan Tucker,Ireland,Bowling
2413,Wickets,0,0,0,0,Lorcan Tucker,Ireland,Bowling
2414,Avg,0.0,0.0,0.0,0.0,Lorcan Tucker,Ireland,Bowling
2415,Eco,0,0,0,0,Lorcan Tucker,Ireland,Bowling
2416,SR,0.0,0.0,0.0,0.0,Lorcan Tucker,Ireland,Bowling
2417,BBI,-/-,-/-,-/-,-/-,Lorcan Tucker,Ireland,Bowling
2418,BBM,-/-,-/-,-/-,-/-,Lorcan Tucker,Ireland,Bowling
2419,4w,0,0,0,0,Lorcan Tucker,Ireland,Bowling
2420,5w,0,0,0,0,Lorcan Tucker,Ireland,Bowling
2421,10w,0,0,0,0,Lorcan Tucker,Ireland,Bowling
2422,Matches,0,24,12,0,Peter Chase,Ireland,Bowling
2423,Innings,0,24,12,0,Peter Chase,Ireland,Bowling
2424,Balls,0,1238,251,0,Peter Chase,Ireland,Bowling
2425,Runs,0,1356,416,0,Peter Chase,Ireland,Bowling
2426,Maidens,0,2,0,0,Peter Chase,Ireland,Bowling
2427,Wickets,0,34,15,0,Peter Chase,Ireland,Bowling
2428,Avg,0.0,39.88,27.73,0.0,Peter Chase,Ireland,Bowling
2429,Eco,0,6.57,9.94,0,Peter Chase,Ireland,Bowling
2430,SR,0.0,36.41,16.73,0.0,Peter Chase,Ireland,Bowling
2431,BBI,-/-,3/33,4/35,-/-,Peter Chase,Ireland,Bowling
2432,BBM,-/-,3/33,4/35,-/-,Peter Chase,Ireland,Bowling
2433,4w,0,0,1,0,Peter Chase,Ireland,Bowling
2434,5w,0,0,0,0,Peter Chase,Ireland,Bowling
2435,10w,0,0,0,0,Peter Chase,Ireland,Bowling
2436,Matches,3,58,14,0,Tim Murtagh,Ireland,Bowling
2437,Innings,6,57,14,0,Tim Murtagh,Ireland,Bowling
2438,Balls,570,3020,268,0,Tim Murtagh,Ireland,Bowling
2439,Runs,213,2290,324,0,Tim Murtagh,Ireland,Bowling
2440,Maidens,25,45,0,0,Tim Murtagh,Ireland,Bowling
2441,Wickets,13,74,13,0,Tim Murtagh,Ireland,Bowling
2442,Avg,16.38,30.95,24.92,0.0,Tim Murtagh,Ireland,Bowling
2443,Eco,2.24,4.55,7.25,0,Tim Murtagh,Ireland,Bowling
2444,SR,43.85,40.81,20.62,0.0,Tim Murtagh,Ireland,Bowling
2445,BBI,5/13,5/21,3/23,-/-,Tim Murtagh,Ireland,Bowling
2446,BBM,6/65,5/21,3/23,-/-,Tim Murtagh,Ireland,Bowling
2447,4w,1,4,0,0,Tim Murtagh,Ireland,Bowling
2448,5w,1,1,0,0,Tim Murtagh,Ireland,Bowling
2449,10w,0,0,0,0,Tim Murtagh,Ireland,Bowling
2450,Matches,7,54,88,0,Mark Adair,Ireland,Bowling
2451,Innings,13,52,88,0,Mark Adair,Ireland,Bowling
2452,Balls,1192,2487,1898,0,Mark Adair,Ireland,Bowling
2453,Runs,715,2411,2439,0,Mark Adair,Ireland,Bowling
2454,Maidens,32,24,2,0,Mark Adair,Ireland,Bowling
2455,Wickets,25,71,127,0,Mark Adair,Ireland,Bowling
2456,Avg,28.6,33.96,19.2,0.0,Mark Adair,Ireland,Bowling
2457,Eco,3.6,5.82,7.71,0,Mark Adair,Ireland,Bowling
2458,SR,47.68,35.03,14.94,0.0,Mark Adair,Ireland,Bowling
2459,BBI,5/39,4/19,4/13,-/-,Mark Adair,Ireland,Bowling
2460,BBM,8/95,4/19,4/13,-/-,Mark Adair,Ireland,Bowling
2461,4w,0,6,4,0,Mark Adair,Ireland,Bowling
2462,5w,1,0,0,0,Mark Adair,Ireland,Bowling
2463,10w,0,0,0,0,Mark Adair,Ireland,Bowling
2464,Matches,3,45,56,0,Barry McCarthy,Ireland,Bowling
2465,Innings,6,45,56,0,Barry McCarthy,Ireland,Bowling
2466,Balls,543,2242,1205,0,Barry McCarthy,Ireland,Bowling
2467,Runs,248,2166,1703,0,Barry McCarthy,Ireland,Bowling
2468,Maidens,15,14,3,0,Barry McCarthy,Ireland,Bowling
2469,Wickets,14,72,56,0,Barry McCarthy,Ireland,Bowling
2470,Avg,17.71,30.08,30.41,0.0,Barry McCarthy,Ireland,Bowling
2471,Eco,2.74,5.8,8.48,0,Barry McCarthy,Ireland,Bowling
2472,SR,38.79,31.14,21.52,0.0,Barry McCarthy,Ireland,Bowling
2473,BBI,4/75,5/46,4/30,-/-,Barry McCarthy,Ireland,Bowling
2474,BBM,6/97,5/46,4/30,-/-,Barry McCarthy,Ireland,Bowling
2475,4w,1,2,2,0,Barry McCarthy,Ireland,Bowling
2476,5w,0,1,0,0,Barry McCarthy,Ireland,Bowling
2477,10w,0,0,0,0,Barry McCarthy,Ireland,Bowling
2478,Matches,3,75,50,0,Boyd Rankin,Ireland,Bowling
2479,Innings,6,73,49,0,Boyd Rankin,Ireland,Bowling
2480,Balls,443,3708,1068,0,Boyd Rankin,Ireland,Bowling
2481,Runs,304,2958,1219,0,Boyd Rankin,Ireland,Bowling
2482,Maidens,6,42,2,0,Boyd Rankin,Ireland,Bowling
2483,Wickets,8,107,55,0,Boyd Rankin,Ireland,Bowling
2484,Avg,38.0,27.64,22.16,0.0,Boyd Rankin,Ireland,Bowling
2485,Eco,4.12,4.79,6.85,0,Boyd Rankin,Ireland,Bowling
2486,SR,55.38,34.65,19.42,0.0,Boyd Rankin,Ireland,Bowling
2487,BBI,2/5,4/15,3/16,-/-,Boyd Rankin,Ireland,Bowling
2488,BBM,4/91,4/15,3/16,-/-,Boyd Rankin,Ireland,Bowling
2489,4w,0,4,0,0,Boyd Rankin,Ireland,Bowling
2490,5w,0,0,0,0,Boyd Rankin,Ireland,Bowling
2491,10w,0,0,0,0,Boyd Rankin,Ireland,Bowling
2492,Matches,23,128,71,0,Craig Ervine,Zimbabwe,Bowling
2493,Innings,0,0,0,0,Craig Ervine,Zimbabwe,Bowling
2494,Balls,0,0,0,0,Craig Ervine,Zimbabwe,Bowling
2495,Runs,0,0,0,0,Craig Ervine,Zimbabwe,Bowling
2496,Maidens,0,0,0,0,Craig Ervine,Zimbabwe,Bowling
2497,Wickets,0,0,0,0,Craig Ervine,Zimbabwe,Bowling
2498,Avg,0.0,0.0,0.0,0.0,Craig Ervine,Zimbabwe,Bowling
2499,Eco,0,0,0,0,Craig Ervine,Zimbabwe,Bowling
2500,SR,0.0,0.0,0.0,0.0,Craig Ervine,Zimbabwe,Bowling
2501,BBI,-/-,-/-,-/-,-/-,Craig Ervine,Zimbabwe,Bowling
2502,BBM,-/-,-/-,-/-,-/-,Craig Ervine,Zimbabwe,Bowling
2503,4w,0,0,0,0,Craig Ervine,Zimbabwe,Bowling
2504,5w,0,0,0,0,Craig Ervine,Zimbabwe,Bowling
2505,10w,0,0,0,0,Craig Ervine,Zimbabwe,Bowling
2506,Matches,38,209,65,0,Hamilton Masakadza,Zimbabwe,Bowling
2507,Innings,25,85,9,0,Hamilton Masakadza,Zimbabwe,Bowling
2508,Balls,1164,1844,72,0,Hamilton Masakadza,Zimbabwe,Bowling
2509,Runs,489,1636,113,0,Hamilton Masakadza,Zimbabwe,Bowling
2510,Maidens,49,5,0,0,Hamilton Masakadza,Zimbabwe,Bowling
2511,Wickets,16,39,2,0,Hamilton Masakadza,Zimbabwe,Bowling
2512,Avg,30.56,41.95,56.5,0.0,Hamilton Masakadza,Zimbabwe,Bowling
2513,Eco,2.52,5.32,9.42,0,Hamilton Masakadza,Zimbabwe,Bowling
2514,SR,72.75,47.28,36.0,0.0,Hamilton Masakadza,Zimbabwe,Bowling
2515,BBI,3/24,3/39,1/4,-/-,Hamilton Masakadza,Zimbabwe,Bowling
2516,BBM,3/24,3/39,1/4,-/-,Hamilton Masakadza,Zimbabwe,Bowling
2517,4w,0,0,0,0,Hamilton Masakadza,Zimbabwe,Bowling
2518,5w,0,0,0,0,Hamilton Masakadza,Zimbabwe,Bowling
2519,10w,0,0,0,0,Hamilton Masakadza,Zimbabwe,Bowling
2520,Matches,18,151,105,9,Sikandar Raza,Zimbabwe,Bowling
2521,Innings,27,120,91,7,Sikandar Raza,Zimbabwe,Bowling
2522,Balls,2909,4970,1592,84,Sikandar Raza,Zimbabwe,Bowling
2523,Runs,1550,4011,1822,141,Sikandar Raza,Zimbabwe,Bowling
2524,Maidens,62,25,3,0,Sikandar Raza,Zimbabwe,Bowling
2525,Wickets,38,93,81,3,Sikandar Raza,Zimbabwe,Bowling
2526,Avg,40.79,43.13,22.49,47.0,Sikandar Raza,Zimbabwe,Bowling
2527,Eco,3.2,4.84,6.87,10.07,Sikandar Raza,Zimbabwe,Bowling
2528,SR,76.55,53.44,19.65,28.0,Sikandar Raza,Zimbabwe,Bowling
2529,BBI,7/113,4/55,5/18,1/19,Sikandar Raza,Zimbabwe,Bowling
2530,BBM,8/176,4/55,5/18,1/19,Sikandar Raza,Zimbabwe,Bowling
2531,4w,0,1,2,0,Sikandar Raza,Zimbabwe,Bowling
2532,5w,2,0,1,0,Sikandar Raza,Zimbabwe,Bowling
2533,10w,0,0,0,0,Sikandar Raza,Zimbabwe,Bowling
2534,Matches,17,162,81,0,Sean Williams,Zimbabwe,Bowling
2535,Innings,25,131,73,0,Sean Williams,Zimbabwe,Bowling
2536,Balls,2356,4930,1188,0,Sean Williams,Zimbabwe,Bowling
2537,Runs,1249,4036,1374,0,Sean Williams,Zimbabwe,Bowling
2538,Maidens,41,35,0,0,Sean Williams,Zimbabwe,Bowling
2539,Wickets,25,85,48,0,Sean Williams,Zimbabwe,Bowling
2540,Avg,49.96,47.48,28.63,0.0,Sean Williams,Zimbabwe,Bowling
2541,Eco,3.18,4.91,6.94,0,Sean Williams,Zimbabwe,Bowling
2542,SR,94.24,58.0,24.75,0.0,Sean Williams,Zimbabwe,Bowling
2543,BBI,3/20,4/43,3/15,-/-,Sean Williams,Zimbabwe,Bowling
2544,BBM,6/111,4/43,3/15,-/-,Sean Williams,Zimbabwe,Bowling
2545,4w,0,1,0,0,Sean Williams,Zimbabwe,Bowling
2546,5w,0,0,0,0,Sean Williams,Zimbabwe,Bowling
2547,10w,0,0,0,0,Sean Williams,Zimbabwe,Bowling
2548,Matches,2,47,9,0,Solomon Mire,Zimbabwe,Bowling
2549,Innings,3,19,5,0,Solomon Mire,Zimbabwe,Bowling
2550,Balls,84,507,72,0,Solomon Mire,Zimbabwe,Bowling
2551,Runs,32,515,115,0,Solomon Mire,Zimbabwe,Bowling
2552,Maidens,2,1,0,0,Solomon Mire,Zimbabwe,Bowling
2553,Wickets,1,12,1,0,Solomon Mire,Zimbabwe,Bowling
2554,Avg,32.0,42.92,115.0,0.0,Solomon Mire,Zimbabwe,Bowling
2555,Eco,2.29,6.09,9.58,0,Solomon Mire,Zimbabwe,Bowling
2556,SR,84.0,42.25,72.0,0.0,Solomon Mire,Zimbabwe,Bowling
2557,BBI,1/22,4/43,1/15,-/-,Solomon Mire,Zimbabwe,Bowling
2558,BBM,1/27,4/43,1/15,-/-,Solomon Mire,Zimbabwe,Bowling
2559,4w,0,1,0,0,Solomon Mire,Zimbabwe,Bowling
2560,5w,0,0,0,0,Solomon Mire,Zimbabwe,Bowling
2561,10w,0,0,0,0,Solomon Mire,Zimbabwe,Bowling
2562,Matches,7,14,3,0,Brian Chari,Zimbabwe,Bowling
2563,Innings,2,0,0,0,Brian Chari,Zimbabwe,Bowling
2564,Balls,18,0,0,0,Brian Chari,Zimbabwe,Bowling
2565,Runs,12,0,0,0,Brian Chari,Zimbabwe,Bowling
2566,Maidens,0,0,0,0,Brian Chari,Zimbabwe,Bowling
2567,Wickets,0,0,0,0,Brian Chari,Zimbabwe,Bowling
2568,Avg,0.0,0.0,0.0,0.0,Brian Chari,Zimbabwe,Bowling
2569,Eco,4,0,0,0,Brian Chari,Zimbabwe,Bowling
2570,SR,0.0,0.0,0.0,0.0,Brian Chari,Zimbabwe,Bowling
2571,BBI,0/3,-/-,-/-,-/-,Brian Chari,Zimbabwe,Bowling
2572,BBM,0/3,-/-,-/-,-/-,Brian Chari,Zimbabwe,Bowling
2573,4w,0,0,0,0,Brian Chari,Zimbabwe,Bowling
2574,5w,0,0,0,0,Brian Chari,Zimbabwe,Bowling
2575,10w,0,0,0,0,Brian Chari,Zimbabwe,Bowling
2576,Matches,4,22,13,0,Timycen Maruma,Zimbabwe,Bowling
2577,Innings,0,9,2,0,Timycen Maruma,Zimbabwe,Bowling
2578,Balls,0,225,18,0,Timycen Maruma,Zimbabwe,Bowling
